_id,dataCollectionDate,beachName,windSpeed,windDirection,airTemp,rain,rainAmount,waterTemp,waterFowl,waveAction,waterClarity,turbidity
3756,2011-07-25,Bluffer's Beach Park,22,NE,28,No,NA,18,NA,HIGH,"murky, algae, debris",NA
3757,2011-07-21,Marie Curtis Park East Beach,21,SW,31,No,NA,17,14,LOW,cloudy,1.23
3758,2011-07-21,Sunnyside Beach,21,SW,31,No,NA,17,20,LOW,cloudy,2.87
3759,2011-07-21,Hanlan's Point Beach,21,SW,31,No,NA,16,40,MOD,cloudy,NA
3760,2011-07-21,Gibraltar Point Beach,21,SW,31,No,NA,17,1,HIGH,clear,NA
3761,2011-07-21,Centre Island Beach,21,SW,31,No,NA,17,16,HIGH,cloudy,NA
3762,2011-07-21,Ward's Island Beach,21,SW,31,No,NA,18,152,HIGH,cloudy,NA
3763,2011-07-21,Cherry Beach,21,SW,31,No,NA,18,25,LOW,clear/cloudy,NA
3764,2011-07-21,Woodbine Beaches,21,SW,31,No,NA,13,11,None,cloudy,NA
3765,2011-07-21,Kew Balmy Beach,21,SW,31,No,NA,13,35,LOW,cloudy,NA
3766,2011-07-21,Bluffer's Beach Park,21,SW,31,No,NA,18,20,MOD,cloudy,NA
3767,2011-07-22,Marie Curtis Park East Beach,11,SW,35,No,NA,17,63,LOW,clear,0.69
3768,2011-07-22,Sunnyside Beach,11,SW,35,No,NA,17,271,LOW,clear,1.72
3769,2011-07-22,Hanlan's Point Beach,11,SW,35,No,NA,17,30,NONE,clear,NA
3770,2011-07-22,Gibraltar Point Beach,11,SW,35,No,NA,20,6,NONE,clear,NA
3771,2011-07-22,Centre Island Beach,11,SW,35,No,NA,19,201,NONE,clear,NA
3772,2011-07-22,Ward's Island Beach,11,SW,35,No,NA,17,19,NONE,clear,NA
3773,2011-07-22,Cherry Beach,11,SW,35,No,NA,18,21,NONE,clear,NA
3774,2011-07-22,Woodbine Beaches,11,SW,35,No,NA,14,67,LOW,clear,NA
3775,2011-07-22,Kew Balmy Beach,11,SW,35,No,NA,14,46,LOW,clear,NA
3776,2011-07-22,Bluffer's Beach Park,11,SW,35,No,NA,16,NA,MOD,clear,NA
3777,2011-07-16,Marie Curtis Park East Beach,15,NE,25,No,NA,15,45,MOD,cloudy,2.95
3778,2011-07-16,Sunnyside Beach,15,NE,25,No,NA,15,46,LOW,cloudy,0.83
3779,2011-07-16,Hanlan's Point Beach,15,NE,25,No,NA,18,30,LOW,clear,NA
3780,2011-07-16,Gibraltar Point Beach,15,NE,25,No,NA,16,10,LOW,clear,NA
3781,2011-07-16,Centre Island Beach,15,NE,25,No,NA,16,47,LOW,clear,NA
3782,2011-07-16,Ward's Island Beach,15,NE,25,No,NA,17,80,LOW,clear,NA
3783,2011-07-16,Cherry Beach,15,NE,25,No,NA,16,20,LOW,clear,NA
3784,2011-07-16,Woodbine Beaches,15,NE,25,No,NA,18,35,LOW,clear,NA
3785,2011-07-16,Kew Balmy Beach,15,NE,25,No,NA,18,29,LOW,clear,NA
3786,2011-07-16,Bluffer's Beach Park,15,NE,25,No,NA,17,30,MOD,cloudy,NA
3787,2011-07-17,Marie Curtis Park East Beach,4,SW,29,No,NA,16,25,LOW,clear,1.54
3788,2011-07-17,Sunnyside Beach,4,SW,29,No,NA,16,34,LOW,clear,1.14
3789,2011-07-17,Hanlan's Point Beach,4,SW,29,No,NA,19,27,LOW,clear,NA
3790,2011-07-17,Gibraltar Point Beach,4,SW,29,No,NA,18,3,LOW,clear,NA
3791,2011-07-17,Centre Island Beach,4,SW,29,No,NA,19,35,LOW,clear,NA
3792,2011-07-17,Ward's Island Beach,4,SW,29,No,NA,20,49,NONE,clear,NA
3793,2011-07-17,Cherry Beach,4,SW,29,Yes,NA,20,49,NONE,clear,NA
3794,2011-07-17,Woodbine Beaches,4,SW,29,Yes,NA,19,173,LOW,clear,NA
3795,2011-07-17,Kew Balmy Beach,4,SW,29,Yes,NA,18,32,LOW,murky,NA
3796,2011-07-17,Bluffer's Beach Park,4,SW,29,Yes,NA,19,5,LOW,clear,NA
3797,2011-07-19,Marie Curtis Park East Beach,28,NE,29,No,NA,12,33,MOD,murky,1.34
3798,2011-07-19,Sunnyside Beach,28,NE,29,No,NA,13,17,LOW,murky,1.21
3799,2011-07-19,Hanlan's Point Beach,28,NE,29,No,NA,16,52,LOW,clear,NA
3800,2011-07-19,Gibraltar Point Beach,28,NE,29,No,NA,17,22,MOD,clear,NA
3801,2011-07-19,Centre Island Beach,28,NE,29,No,NA,17,17,MOD,cloudy,NA
3802,2011-07-19,Ward's Island Beach,28,NE,29,No,NA,18,1,LOW,cloudy,NA
3803,2011-07-19,Cherry Beach,28,NE,29,No,NA,19,51,LOW,semi-cloudy,NA
3804,2011-07-19,Woodbine Beaches,28,NE,29,No,NA,14,60,MOD,murky,NA
3805,2011-07-19,Kew Balmy Beach,28,NE,29,No,NA,14,15,MOD,murky,NA
3806,2011-07-19,Bluffer's Beach Park,28,NE,29,No,NA,15,12,MOD,"a bit murky and stirred up, few debris",NA
3807,2011-07-15,Marie Curtis Park East Beach,4,None,25,No,NA,14,31,LOW,"clear, no debris",0.46
3808,2011-07-15,Sunnyside Beach,4,None,25,No,NA,14,63,LOW,"clear, no debris",9.3
3809,2011-07-15,Hanlan's Point Beach,4,None,25,No,NA,15,31,LOW,clear,NA
3810,2011-07-15,Gibraltar Point Beach,4,None,25,No,NA,16,NA,LOW,clear,NA
3811,2011-07-15,Centre Island Beach,4,None,25,No,NA,15,3,LOW,clear,NA
3812,2011-07-15,Ward's Island Beach,4,None,25,No,NA,16,1,LOW,clear,NA
3813,2011-07-15,Cherry Beach,4,None,25,No,NA,16,8,LOW,clear,NA
3814,2011-07-15,Woodbine Beaches,4,None,25,No,NA,16,85,LOW,clear,NA
3815,2011-07-15,Kew Balmy Beach,4,None,25,No,NA,16,20,LOW,clear,NA
3816,2011-07-15,Bluffer's Beach Park,4,None,25,No,NA,15,7,NONE,cloudy,NA
3817,2011-07-23,Marie Curtis Park East Beach,18,SW,34,No,NA,14,59,LOW,"clear, some debris",0.94
3818,2011-07-23,Sunnyside Beach,18,SW,34,No,NA,15,63,LOW,"clear, no debris",1.42
3819,2011-07-23,Hanlan's Point Beach,18,SW,34,No,NA,17,35,LOW,"clear, algae",NA
3820,2011-07-23,Gibraltar Point Beach,18,SW,34,No,NA,18,7,LOW,"cloudy, debris",NA
3821,2011-07-23,Centre Island Beach,18,SW,34,No,NA,17,123,LOW,"cloudy, algae",NA
3822,2011-07-23,Ward's Island Beach,18,SW,34,No,NA,19,19,LOW,clear,NA
3823,2011-07-23,Cherry Beach,18,SE,34,No,NA,20,31,LOW,clear,NA
3824,2011-07-23,Woodbine Beaches,18,SE,34,No,NA,15,65,LOW,clear,NA
3825,2011-07-23,Kew Balmy Beach,18,SE,34,No,NA,15,21,LOW,clear,NA
3826,2011-07-23,Bluffer's Beach Park,18,SE,34,No,NA,16,8,LOW,clear,NA
3827,2011-07-24,Marie Curtis Park East Beach,30,NE,29,Yes,16,15,30,HIGH,cloudy,1.55
3828,2011-07-24,Sunnyside Beach,30,NE,29,Yes,16,13,70,LOW,cloudy,1.42
3829,2011-07-24,Hanlan's Point Beach,30,NE,29,Yes,16,17,6,LOW,cloudy,NA
3830,2011-07-24,Gibraltar Point Beach,30,NE,29,Yes,16,NA,NA,None,None,NA
3831,2011-07-24,Centre Island Beach,30,NE,29,Yes,16,17,28,HIGH,cloudy,NA
3832,2011-07-24,Ward's Island Beach,30,NE,29,Yes,16,19,1,MOD,cloudy,NA
3833,2011-07-24,Cherry Beach,30,NE,29,Yes,16,21,25,LOW,cloudy,NA
3834,2011-07-24,Woodbine Beaches,30,NE,29,Yes,16,15,93,HIGH,murky,NA
3835,2011-07-24,Kew Balmy Beach,30,NE,29,Yes,16,15,46,HIGH,murky,NA
3836,2011-07-24,Bluffer's Beach Park,30,NE,29,Yes,16,16,NA,HIGH,murky,NA
3837,2011-07-11,Woodbine Beaches,4,SW,32,No,NA,15,60,LOW,murky,NA
3838,2011-07-11,Kew Balmy Beach,4,SW,32,No,NA,15,45,LOW,murky,NA
3839,2011-07-11,Bluffer's Beach Park,4,SW,32,No,NA,17,50,LOW,clear,NA
3840,2011-07-14,Marie Curtis Park East Beach,8,NW,27,No,NA,9,15,LOW,clear,0.74
3841,2011-07-14,Sunnyside Beach,8,NW,27,No,NA,9,29,LOW,clear,1.04
3842,2011-07-14,Hanlan's Point Beach,8,NW,27,No,NA,15,30,LOW,clear,NA
3843,2011-07-14,Gibraltar Point Beach,8,NW,27,No,NA,15,7,LOW,clear,NA
3844,2011-07-14,Centre Island Beach,8,NW,27,No,NA,16,21,LOW,clear,NA
3845,2011-07-14,Ward's Island Beach,8,NW,27,No,NA,14,55,LOW,clear,NA
3846,2011-07-14,Cherry Beach,8,NW,27,No,NA,14,61,LOW,clear,NA
3847,2011-07-14,Woodbine Beaches,8,NW,27,No,NA,14,120,LOW,clear,NA
3848,2011-07-14,Kew Balmy Beach,8,NW,27,No,NA,14,35,LOW,clear,NA
3849,2011-07-14,Bluffer's Beach Park,8,NW,27,No,NA,13,5,LOW,clear,NA
3850,2011-08-01,Marie Curtis Park East Beach,18,NW,33,No,NA,16,23,LOW,murky,0.69
3851,2011-08-01,Sunnyside Beach,18,NW,33,No,NA,15,54,LOW,murky,1
3852,2011-08-01,Hanlan's Point Beach,18,NW,33,No,NA,17,45,LOW,cloudy,NA
3853,2011-08-01,Gibraltar Point Beach,18,NW,33,No,NA,19,2,LOW,cloudy,NA
3854,2011-08-01,Centre Island Beach,18,NW,33,No,NA,19,22,LOW,cloudy,NA
3855,2011-08-01,Ward's Island Beach,18,NW,33,No,NA,20,42,LOW,cloudy,NA
3856,2011-08-01,Cherry Beach,18,NW,33,No,NA,21,29,LOW,cloudy,NA
3857,2011-08-01,Woodbine Beaches,18,NW,33,No,NA,17,180,LOW,clear,NA
3858,2011-08-01,Kew Balmy Beach,18,NW,33,No,NA,18,40,LOW,clear,NA
3859,2011-08-01,Bluffer's Beach Park,18,NW,33,No,NA,18,NA,LOW,clear,NA
3860,2011-08-02,Marie Curtis Park East Beach,17,S,30,No,NA,14,67,LOW,"clear, no debris",1.15
3861,2011-08-02,Sunnyside Beach,17,S,30,No,NA,15,137,LOW,"clear, debris algae",0.95
3862,2011-08-02,Hanlan's Point Beach,17,S,30,No,NA,18,39,LOW,clear,NA
3863,2011-08-02,Gibraltar Point Beach,17,S,30,No,NA,16,20,LOW,clear,NA
3864,2011-08-02,Centre Island Beach,17,S,30,No,NA,17,51,LOW,clear,NA
3865,2011-08-02,Ward's Island Beach,17,S,30,No,NA,18,8,LOW,clear,NA
3866,2011-08-02,Cherry Beach,17,S,30,No,NA,22,NA,LOW,"algae, clear",NA
3867,2011-08-02,Woodbine Beaches,17,S,30,No,NA,13,83,LOW,clear,NA
3868,2011-08-02,Kew Balmy Beach,17,S,30,No,NA,13,21,LOW,clear,NA
3869,2011-08-02,Bluffer's Beach Park,17,S,30,No,NA,17,NA,LOW,clear,NA
3870,2011-08-03,Marie Curtis Park East Beach,18,E,26,No,NA,14,35,LOW,clear,1.25
3871,2011-08-03,Sunnyside Beach,18,E,26,No,NA,14,20,MOD,clear,0.88
3872,2011-08-03,Hanlan's Point Beach,18,E,26,No,NA,17,90,LOW,cloudy,NA
3873,2011-08-03,Gibraltar Point Beach,18,E,26,No,NA,18,21,LOW,cloudy,NA
3874,2011-08-03,Centre Island Beach,18,E,26,No,NA,18,45,LOW,cloudy,NA
3875,2011-08-03,Ward's Island Beach,18,E,26,No,NA,18,21,LOW,cloudy,NA
3876,2011-08-03,Cherry Beach,18,E,26,No,NA,20,21,LOW,cloudy,NA
3877,2011-08-03,Woodbine Beaches,18,E,26,No,NA,13,153,LOW,clear,NA
3878,2011-08-03,Kew Balmy Beach,18,E,26,No,NA,13,41,LOW,clear,NA
3879,2011-08-03,Bluffer's Beach Park,18,E,26,No,NA,17,30,MOD,murky,NA
3880,2011-08-04,Marie Curtis Park East Beach,15,N,29,Yes,10,16,23,MOD,brown,7.82
3881,2011-08-04,Sunnyside Beach,15,N,29,Yes,10,16,76,LOW,murky,1.11
3882,2011-08-04,Hanlan's Point Beach,15,N,29,Yes,10,17,5,LOW,clear,NA
3883,2011-08-04,Gibraltar Point Beach,15,N,29,Yes,10,18,4,MOD,clear,NA
3884,2011-08-04,Centre Island Beach,15,N,29,Yes,10,18,19,HIGH,clear,NA
3885,2011-08-04,Ward's Island Beach,15,N,29,Yes,10,17,6,LOW,cloudy,NA
3886,2011-08-04,Cherry Beach,15,N,29,Yes,10,19,22,LOW,None,NA
3887,2011-08-04,Woodbine Beaches,15,N,29,Yes,10,16,32,HIGH,cloudy,NA
3888,2011-08-04,Kew Balmy Beach,15,N,29,Yes,10,16,21,HIGH,cloudy,NA
3889,2011-08-04,Bluffer's Beach Park,15,N,29,Yes,10,16,NA,HIGH,murky,NA
3890,2011-08-08,Marie Curtis Park East Beach,17,N,27,Yes,33,16,43,LOW,"murky, lots of algae",2.23
3891,2011-08-08,Sunnyside Beach,17,N,27,Yes,33,17,62,LOW,"murky, some debris",1.51
3892,2011-08-08,Hanlan's Point Beach,17,N,27,Yes,33,19,163,LOW,clear,NA
3893,2011-08-08,Gibraltar Point Beach,17,N,27,Yes,33,18,NA,LOW,clear,NA
3894,2011-08-08,Centre Island Beach,17,N,27,Yes,33,19,132,LOW,clear,NA
3895,2011-08-08,Ward's Island Beach,17,N,27,Yes,33,19,10,LOW,clear,NA
3896,2011-08-08,Cherry Beach,17,N,27,Yes,33,21,61,LOW,"clear, algae",NA
3897,2011-08-08,Woodbine Beaches,17,N,27,Yes,33,18,75,LOW,murky,NA
3898,2011-08-08,Kew Balmy Beach,17,N,27,Yes,33,18,16,LOW,murky,NA
3899,2011-08-08,Bluffer's Beach Park,17,N,27,Yes,33,19,NA,LOW,cloudy,NA
3900,2011-08-15,Marie Curtis Park East Beach,9,N,26,No,NA,18,20,MOD,clear,0.56
3901,2011-08-15,Sunnyside Beach,9,N,26,No,NA,18,40,LOW,cloudy,0.86
3902,2011-08-15,Hanlan's Point Beach,9,N,26,No,NA,18,32,LOW,clear,NA
3903,2011-08-15,Gibraltar Point Beach,9,N,26,No,NA,19,4,LOW,clear,NA
3904,2011-08-15,Centre Island Beach,9,N,26,No,NA,19,7,LOW,clear,NA
3905,2011-08-15,Ward's Island Beach,9,N,26,No,NA,18,26,LOW,clear,NA
3906,2011-08-15,Cherry Beach,9,N,26,No,NA,18,42,LOW,murky,NA
3907,2011-08-15,Woodbine Beaches,9,N,26,No,NA,10,96,LOW,clear,NA
3908,2011-08-15,Kew Balmy Beach,9,N,26,No,NA,16,21,LOW,clear,NA
3909,2011-08-15,Bluffer's Beach Park,9,N,26,No,NA,18,NA,LOW,cloudy,NA
3910,2011-08-19,Marie Curtis Park East Beach,NA,None,30,No,NA,19,23,LOW,clear,0.58
3911,2011-08-19,Sunnyside Beach,NA,None,30,No,NA,19,157,LOW,clear,1.26
3912,2011-08-19,Hanlan's Point Beach,NA,None,30,No,NA,17,NA,LOW,clear,NA
3913,2011-08-19,Gibraltar Point Beach,NA,None,30,No,NA,16,22,LOW,clear,NA
3914,2011-08-19,Centre Island Beach,NA,None,30,No,NA,16,109,LOW,clear,NA
3915,2011-08-19,Ward's Island Beach,NA,None,30,No,NA,17,18,LOW,clear,NA
3916,2011-08-19,Cherry Beach,NA,None,30,No,NA,18,9,LOW,clear,NA
3917,2011-08-19,Woodbine Beaches,NA,None,30,No,NA,18,51,LOW,clear,NA
3918,2011-08-19,Kew Balmy Beach,NA,None,30,No,NA,18,21,LOW,clear,NA
3919,2011-08-19,Bluffer's Beach Park,NA,None,30,No,NA,12,31,LOW,"very clear, some small debris",NA
3920,2011-08-20,Marie Curtis Park East Beach,5,W,31,No,NA,15,25,LOW,clear,0.8
3921,2011-08-20,Sunnyside Beach,5,W,31,No,NA,15,20,LOW,clear,1.24
3922,2011-08-20,Hanlan's Point Beach,5,W,31,No,NA,19,21,LOW,clear,NA
3923,2011-08-20,Gibraltar Point Beach,5,W,31,No,NA,19,5,LOW,clear,NA
3924,2011-08-20,Centre Island Beach,5,W,31,No,NA,20,9,LOW,clear,NA
3925,2011-08-20,Ward's Island Beach,5,W,31,No,NA,20,30,LOW,clear,NA
3926,2011-08-20,Cherry Beach,5,W,31,No,NA,20,17,LOW,clear,NA
3927,2011-08-20,Woodbine Beaches,5,W,31,No,NA,15,98,LOW,clear,NA
3928,2011-08-20,Kew Balmy Beach,5,W,31,No,NA,15,16,LOW,clear,NA
3929,2011-08-20,Bluffer's Beach Park,5,W,31,No,NA,16,25,LOW,clear,NA
3930,2011-08-23,Marie Curtis Park East Beach,13,NW,28,No,NA,17,31,LOW,"clear, no debris",0.65
3931,2011-08-23,Sunnyside Beach,13,NW,28,No,NA,17,93,LOW,"clear, some algae, some debris",0.59
3932,2011-08-23,Hanlan's Point Beach,13,NW,28,No,NA,16,29,LOW,clear,NA
3933,2011-08-23,Gibraltar Point Beach,13,NW,28,No,NA,17,1,LOW,clear,NA
3934,2011-08-23,Centre Island Beach,13,NW,28,No,NA,16,102,LOW,clear,NA
3935,2011-08-23,Ward's Island Beach,13,NW,28,No,NA,17,2,LOW,clear,NA
3936,2011-08-23,Cherry Beach,13,NW,28,No,NA,18,6,LOW,clear,NA
3937,2011-08-23,Woodbine Beaches,13,NW,28,No,NA,15,81,LOW,clear,NA
3938,2011-08-23,Kew Balmy Beach,13,NW,28,No,NA,15,7,LOW,clear,NA
3939,2011-08-23,Bluffer's Beach Park,13,NW,28,No,NA,15,NA,LOW,clear,NA
3940,2011-08-24,Marie Curtis Park East Beach,21,S,27,No,NA,NA,NA,None,None,NA
3941,2011-08-24,Sunnyside Beach,21,S,27,No,NA,15,30,LOW,cloudy,13.3
3942,2011-08-24,Hanlan's Point Beach,21,S,27,No,NA,NA,NA,None,None,NA
3943,2011-08-24,Gibraltar Point Beach,21,S,27,No,NA,NA,NA,None,None,NA
3944,2011-08-24,Centre Island Beach,21,S,27,No,NA,NA,NA,None,None,NA
3945,2011-08-24,Ward's Island Beach,21,S,27,No,NA,NA,NA,None,None,NA
3946,2011-08-24,Cherry Beach,21,S,27,No,NA,16,15,HIGH,murky,NA
3947,2011-08-24,Woodbine Beaches,21,S,27,No,NA,15,89,HIGH,murky,NA
3948,2011-08-24,Kew Balmy Beach,21,S,27,No,NA,15,57,HIGH,murky,NA
3949,2011-08-24,Bluffer's Beach Park,21,S,27,No,NA,14,NA,HIGH,cloudy,NA
3950,2011-08-26,Marie Curtis Park East Beach,NA,None,25,No,NA,13,51,LOW,"clear, no debris",1.21
3951,2011-08-26,Sunnyside Beach,NA,None,25,No,NA,13,193,LOW,"clear, no debris",1.07
3952,2011-08-26,Hanlan's Point Beach,NA,None,25,No,NA,15,61,LOW,clear,NA
3953,2011-08-26,Gibraltar Point Beach,NA,None,25,No,NA,15,1,LOW,clear,NA
3954,2011-08-26,Centre Island Beach,NA,None,25,No,NA,15,156,LOW,clear,NA
3955,2011-08-26,Ward's Island Beach,NA,None,25,No,NA,15,2,LOW,clear,NA
3956,2011-08-26,Cherry Beach,NA,None,25,No,NA,20,95,LOW,clear,NA
3957,2011-08-26,Woodbine Beaches,NA,None,25,No,NA,11,36,LOW,clear,NA
3958,2011-08-26,Kew Balmy Beach,NA,None,25,No,NA,11,23,LOW,clear,NA
3959,2011-07-26,Marie Curtis Park East Beach,5,W,27,Yes,7,17,59,LOW,clear,1.51
3960,2011-07-26,Sunnyside Beach,5,W,27,Yes,7,17,48,LOW,clear,1.29
3961,2011-07-26,Hanlan's Point Beach,5,W,27,Yes,7,20,70,LOW,cloudy,NA
3962,2011-07-26,Gibraltar Point Beach,5,W,27,Yes,7,19,7,LOW,cloudy,NA
3963,2011-07-26,Centre Island Beach,5,W,27,Yes,7,20,52,LOW,cloudy,NA
3964,2011-07-26,Ward's Island Beach,5,W,27,Yes,7,20,31,LOW,cloudy,NA
3965,2011-07-26,Cherry Beach,5,W,27,Yes,7,20,20,LOW,cloudy,NA
3966,2011-07-26,Woodbine Beaches,5,W,27,Yes,7,17,19,LOW,cloudy,NA
3967,2011-07-26,Kew Balmy Beach,5,W,27,Yes,7,17,29,LOW,cloudy,NA
3968,2011-07-26,Bluffer's Beach Park,5,W,27,Yes,7,20,54,LOW,cloudy,NA
3969,2011-07-27,Marie Curtis Park East Beach,11,NW,29,No,NA,17,21,LOW,clear,0.97
3970,2011-07-27,Sunnyside Beach,11,NW,29,No,NA,17,56,LOW,clear,0.77
3971,2011-07-27,Hanlan's Point Beach,11,NW,29,No,NA,16,58,NONE,clear,NA
3972,2011-07-27,Gibraltar Point Beach,11,NW,29,No,NA,16,NA,NONE,clear,NA
3973,2011-07-27,Centre Island Beach,11,NW,29,No,NA,16,222,NONE,clear,NA
3974,2011-07-27,Ward's Island Beach,11,NW,29,No,NA,17,6,NONE,cloudy,NA
3975,2011-07-27,Cherry Beach,11,NW,29,No,NA,18,23,NONE,clear,NA
3976,2011-07-27,Woodbine Beaches,11,NW,29,No,NA,11,128,LOW,clear,NA
3977,2011-07-27,Kew Balmy Beach,11,NW,29,No,NA,17,47,LOW,clear,NA
3978,2011-07-27,Bluffer's Beach Park,11,NW,29,No,NA,19,16,LOW,clear,NA
3979,2011-07-29,Marie Curtis Park East Beach,8,SW,28,Yes,3,16,40,LOW,clear,0.82
3980,2011-07-29,Sunnyside Beach,8,SW,28,Yes,3,16,20,LOW,clear,1.19
3981,2011-07-29,Hanlan's Point Beach,8,SW,28,Yes,3,19,51,MOD,clear,NA
3982,2011-07-29,Gibraltar Point Beach,8,SW,28,Yes,3,19,NA,MOD,clear,NA
3983,2011-07-29,Centre Island Beach,8,SW,28,Yes,3,19,350,MOD,clear,NA
3984,2011-07-29,Ward's Island Beach,8,SW,28,Yes,3,20,69,MOD,clear,NA
3985,2011-07-29,Cherry Beach,8,SW,28,Yes,3,20,76,MOD,clear,NA
3986,2011-07-29,Woodbine Beaches,8,SW,28,Yes,3,16,116,LOW,clear,NA
3987,2011-07-29,Kew Balmy Beach,8,SW,28,Yes,3,16,14,LOW,clear,NA
3988,2011-07-29,Bluffer's Beach Park,8,SW,28,Yes,3,19,15,LOW,clear,NA
3989,2011-07-30,Marie Curtis Park East Beach,17,NW,30,Yes,0,15,48,LOW,"murky, lots of algae",1.67
3990,2011-07-30,Sunnyside Beach,17,NW,30,Yes,0,15,71,LOW,"murky, algae",0.85
3991,2011-07-30,Hanlan's Point Beach,17,NW,30,Yes,0,16,29,LOW,clear,NA
3992,2011-07-30,Gibraltar Point Beach,17,NW,30,Yes,0,17,NA,LOW,clear,NA
3993,2011-07-30,Centre Island Beach,17,NW,30,Yes,0,17,30,LOW,clear,NA
3994,2011-07-30,Ward's Island Beach,17,NW,30,Yes,0,19,6,LOW,clear,NA
3995,2011-07-30,Cherry Beach,17,NW,30,Yes,0,NA,NA,None,None,NA
3996,2011-07-30,Woodbine Beaches,17,NW,30,Yes,0,14,75,LOW,clear,NA
3997,2011-07-30,Kew Balmy Beach,17,NW,30,Yes,0,14,18,LOW,clear,NA
3998,2011-07-30,Bluffer's Beach Park,17,NW,30,Yes,0,18,10,LOW,clear,NA
3999,2011-07-31,Marie Curtis Park East Beach,NA,None,32,No,NA,15,61,LOW,murky,0.8
4000,2011-07-31,Sunnyside Beach,NA,None,32,No,NA,16,98,LOW,murky,0.78
4001,2011-07-31,Hanlan's Point Beach,NA,None,32,No,NA,15,31,LOW,cloudy,NA
4002,2011-07-31,Gibraltar Point Beach,NA,None,32,No,NA,17,NA,LOW,cloudy,NA
4003,2011-07-31,Centre Island Beach,NA,None,32,No,NA,17,21,LOW,cloudy,NA
4004,2011-07-31,Ward's Island Beach,NA,None,32,No,NA,17,97,LOW,cloudy,NA
4005,2011-07-31,Cherry Beach,NA,None,32,No,NA,18,39,LOW,cloudy,NA
4006,2011-07-31,Woodbine Beaches,NA,None,32,No,NA,18,56,LOW,clear,NA
4007,2011-07-31,Kew Balmy Beach,NA,None,32,No,NA,18,32,LOW,clear,NA
4008,2011-07-31,Bluffer's Beach Park,NA,None,32,No,NA,18,NA,LOW,clear,NA
4009,2011-08-06,Marie Curtis Park East Beach,15,NE,29,No,NA,21,19,LOW,algae,1.18
4010,2011-08-06,Sunnyside Beach,15,NE,29,No,NA,21,27,LOW,clear,0.8
4011,2011-08-06,Hanlan's Point Beach,15,NE,29,No,NA,18,92,LOW,clear,NA
4012,2011-08-06,Gibraltar Point Beach,15,NE,29,No,NA,19,6,MOD,clear,NA
4013,2011-08-06,Centre Island Beach,15,NE,29,No,NA,19,173,MOD,clear,NA
4014,2011-08-06,Ward's Island Beach,15,NE,29,No,NA,18,68,LOW,clear,NA
4015,2011-08-06,Cherry Beach,15,NE,29,No,NA,20,64,LOW,clear,NA
4016,2011-08-06,Woodbine Beaches,15,NE,29,No,NA,17,113,LOW,murky,NA
4017,2011-08-06,Kew Balmy Beach,15,NE,29,No,NA,17,53,LOW,murky,NA
4018,2011-08-06,Bluffer's Beach Park,15,NE,29,No,NA,17,NA,MOD,murky,NA
4019,2011-08-09,Marie Curtis Park East Beach,13,E,24,No,NA,18,5,HIGH,cloudy,2.12
4020,2011-08-09,Sunnyside Beach,13,E,24,No,NA,17,15,LOW,"cloudy, debris, algae",2.33
4021,2011-08-09,Hanlan's Point Beach,13,E,24,No,NA,18,31,LOW,cloudy,NA
4022,2011-08-09,Gibraltar Point Beach,13,E,24,No,NA,21,9,MOD,clear,NA
4023,2011-08-09,Centre Island Beach,13,E,24,No,NA,23,101,HIGH,clear,NA
4024,2011-08-09,Ward's Island Beach,13,E,24,No,NA,22,9,LOW,cloudy,NA
4025,2011-08-09,Cherry Beach,13,E,24,No,NA,22,3,LOW,cloudy,NA
4026,2011-08-09,Woodbine Beaches,13,E,24,No,NA,18,62,HIGH,murky,NA
4027,2011-08-09,Kew Balmy Beach,13,E,24,No,NA,18,25,HIGH,murky,NA
4028,2011-08-09,Bluffer's Beach Park,13,E,24,No,NA,21,37,MOD,"a little murky, lots of small debris, algae and large debris at shoreline",NA
4029,2011-08-10,Marie Curtis Park East Beach,11,W,26,Yes,3,21,43,LOW,murky,4.33
4030,2011-08-10,Sunnyside Beach,11,W,26,Yes,3,21,62,LOW,murky,0.78
4031,2011-08-10,Hanlan's Point Beach,11,W,26,Yes,3,16,12,HIGH,cloudy,NA
4032,2011-08-10,Gibraltar Point Beach,11,W,26,Yes,3,17,14,HIGH,cloudy,NA
4033,2011-08-10,Centre Island Beach,11,W,26,Yes,3,17,8,HIGH,cloudy,NA
4034,2011-08-10,Ward's Island Beach,11,W,26,Yes,3,17,9,HIGH,cloudy,NA
4035,2011-08-10,Cherry Beach,11,W,26,Yes,3,18,19,HIGH,cloudy,NA
4036,2011-08-10,Woodbine Beaches,11,W,26,Yes,3,18,71,LOW,clear,NA
4037,2011-08-10,Kew Balmy Beach,11,W,26,Yes,3,18,19,LOW,clear,NA
4038,2011-08-10,Bluffer's Beach Park,11,W,26,Yes,3,18,NA,LOW,cloudy,NA
4039,2011-08-12,Marie Curtis Park East Beach,8,SW,28,No,NA,17,8,LOW,clear,0.95
4040,2011-08-12,Sunnyside Beach,8,SW,28,No,NA,17,26,LOW,clear,0.62
4041,2011-08-12,Hanlan's Point Beach,8,SW,28,No,NA,14,20,LOW,clear,NA
4042,2011-08-12,Gibraltar Point Beach,8,SW,28,No,NA,14,11,LOW,clear,NA
4043,2011-08-12,Centre Island Beach,8,SW,28,No,NA,14,43,LOW,clear,NA
4044,2011-08-12,Ward's Island Beach,8,SW,28,No,NA,15,56,LOW,clear,NA
4045,2011-08-12,Cherry Beach,8,SW,28,No,NA,14,14,LOW,clear,NA
